id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_996,Ingénieur Qualité - Mission Ingénierie,Description de l'offre d'emploi 996 dans le domaine Ingénierie,Tanger,Ingénierie,"['Génie Civil', 'Conception Technique', 'MATLAB']","{'Génie Civil': 4, 'Conception Technique': 1, 'MATLAB': 4}",Contrat,1 an,"['Anglais', 'Arabe']",2025-03-04,753-851 MAD/jour,employer_72
job_997,Brand Content Manager - Mission Communication,Description de l'offre d'emploi 997 dans le domaine Communication,Casablanca,Communication,"['Communication Corporate', 'Event Management', 'Communication Digitale']","{'Communication Corporate': 5, 'Event Management': 1, 'Communication Digitale': 1}",Freelance,2 semaines,[],2025-03-19,473-1333 MAD/jour,employer_36
job_998,Tour Operator - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 998 dans le domaine Tourisme & Hôtellerie,Khouribga,Tourisme & Hôtellerie,"['Gestion Hôtelière', 'Hospitality Management', ""Organisation d'Événements"", 'Réservation']","{'Gestion Hôtelière': 5, 'Hospitality Management': 4, ""Organisation d'Événements"": 3, 'Réservation': 2}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe']",2025-03-17,583-1162 MAD/jour,employer_50
job_999,Responsable Paie - Mission Ressources Humaines,Description de l'offre d'emploi 999 dans le domaine Ressources Humaines,Kénitra,Ressources Humaines,"['Administration du Personnel', 'Formation']","{'Administration du Personnel': 2, 'Formation': 3}",Freelance,1 an,"['Anglais', 'Français']",2025-04-21,363-1082 MAD/jour,employer_22
job_1000,Revenue Manager - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 1000 dans le domaine Tourisme & Hôtellerie,Kénitra,Tourisme & Hôtellerie,"['Hospitality Management', 'CRM Tourisme', 'Gestion de Restaurant']","{'Hospitality Management': 4, 'CRM Tourisme': 5, 'Gestion de Restaurant': 2}",Contrat,1 mois,"['Anglais', 'Arabe']",2025-03-07,592-1332 MAD/jour,employer_5
job_1001,Responsable Affaires Réglementaires - Mission Santé,Description de l'offre d'emploi 1001 dans le domaine Santé,Khouribga,Santé,"['Réglementation Médicale', 'Qualité Sanitaire', 'Génie Civil']","{'Réglementation Médicale': 5, 'Qualité Sanitaire': 4, 'Génie Civil': 4}",Freelance,1 semaine,['Français'],2025-04-01,680-1130 MAD/jour,employer_63
job_1002,Consultant Transformation - Mission Consulting,Description de l'offre d'emploi 1002 dans le domaine Consulting,Remote (Maroc),Consulting,"['Change Management', 'Process Optimization']","{'Change Management': 3, 'Process Optimization': 2}",Temps partiel,1 semaine,['Anglais'],2025-03-11,379-876 MAD/jour,employer_91
job_1003,SEM Expert - Poste Marketing Digital,Description de l'offre d'emploi 1003 dans le domaine Marketing Digital,Taza,Marketing Digital,"['Content Marketing', 'SEM', 'Pédagogie', ""Sciences de l'Éducation""]","{'Content Marketing': 5, 'SEM': 1, 'Pédagogie': 1, ""Sciences de l'Éducation"": 4}",Temps plein,6 mois,['Arabe'],2025-03-11,506-1365 MAD/jour,employer_99
job_1004,Consultant en Management - Projet Consulting,Description de l'offre d'emploi 1004 dans le domaine Consulting,Tanger,Consulting,"['Études de Marché', 'Business Analysis', 'Conseil en Innovation', 'Benchmark', 'Lean Management', 'Technical Writing']","{'Études de Marché': 4, 'Business Analysis': 3, 'Conseil en Innovation': 1, 'Benchmark': 5, 'Lean Management': 5, 'Technical Writing': 2}",Contrat,6 mois,"['Anglais', 'Français']",2025-03-08,322-910 MAD/jour,employer_34
job_1005,Performance Marketing Manager - Mission Marketing Digital,Description de l'offre d'emploi 1005 dans le domaine Marketing Digital,Berrechid,Marketing Digital,"['Google Ads', 'Facebook Ads', 'Instagram Ads', 'Branding']","{'Google Ads': 5, 'Facebook Ads': 5, 'Instagram Ads': 5, 'Branding': 3}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-01,549-982 MAD/jour,employer_47
job_1006,Développeur Backend - Projet IT & Développement,Description de l'offre d'emploi 1006 dans le domaine IT & Développement,Settat,IT & Développement,"['Swift', 'Machine Learning', 'AWS', 'Cybersécurité', 'Google Ads']","{'Swift': 2, 'Machine Learning': 2, 'AWS': 1, 'Cybersécurité': 2, 'Google Ads': 1}",Freelance,1 semaine,"['Anglais', 'Français']",2025-03-01,356-1302 MAD/jour,employer_29
job_1007,Responsable E-commerce - Mission Commerce & Vente,Description de l'offre d'emploi 1007 dans le domaine Commerce & Vente,Khouribga,Commerce & Vente,"['Merchandising', 'Sales Development', 'Vente B2B', 'Inside Sales', 'Édition Pédagogique']","{'Merchandising': 4, 'Sales Development': 4, 'Vente B2B': 1, 'Inside Sales': 3, 'Édition Pédagogique': 2}",Freelance,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-07,661-803 MAD/jour,employer_32
job_1008,UI Designer - Projet Design & Création,Description de l'offre d'emploi 1008 dans le domaine Design & Création,Kénitra,Design & Création,"['Branding', 'Illustrator', ""Bureau d'Études""]","{'Branding': 4, 'Illustrator': 3, ""Bureau d'Études"": 5}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-04-02,783-1214 MAD/jour,employer_34
job_1009,Ingénieur Projet - Mission Ingénierie,Description de l'offre d'emploi 1009 dans le domaine Ingénierie,Nador,Ingénierie,"['Robotique', 'Simulation', 'Génie Énergétique', 'E-learning']","{'Robotique': 3, 'Simulation': 2, 'Génie Énergétique': 4, 'E-learning': 2}",Temps partiel,1 mois,"['Arabe', 'Français']",2025-04-12,734-1114 MAD/jour,employer_69
job_1010,Illustrator - Projet Design & Création,Description de l'offre d'emploi 1010 dans le domaine Design & Création,Béni Mellal,Design & Création,"['Photoshop', 'Illustration']","{'Photoshop': 2, 'Illustration': 3}",Freelance,3 mois,['Arabe'],2025-03-05,314-1198 MAD/jour,employer_50
job_1011,Ingénieur Projet - Poste Ingénierie,Description de l'offre d'emploi 1011 dans le domaine Ingénierie,Rabat,Ingénierie,"['Robotique', 'Développement Durable', 'MATLAB', 'Génie Informatique', 'Branding', 'UX Design']","{'Robotique': 2, 'Développement Durable': 1, 'MATLAB': 4, 'Génie Informatique': 2, 'Branding': 4, 'UX Design': 3}",Contrat,3 mois,['Arabe'],2025-03-20,670-1376 MAD/jour,employer_85
job_1012,Motion Designer - Poste Design & Création,Description de l'offre d'emploi 1012 dans le domaine Design & Création,Taza,Design & Création,"['Animation', 'After Effects', 'Logo Design', 'InDesign', 'Product Design']","{'Animation': 3, 'After Effects': 5, 'Logo Design': 5, 'InDesign': 5, 'Product Design': 5}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-02-27,604-1115 MAD/jour,employer_11
job_1013,Consultant Medical - Poste Santé,Description de l'offre d'emploi 1013 dans le domaine Santé,Agadir,Santé,"['Télémédecine', 'Imagerie Médicale', 'Medical Writing', 'Recherche Clinique']","{'Télémédecine': 2, 'Imagerie Médicale': 2, 'Medical Writing': 1, 'Recherche Clinique': 5}",Contrat,2 semaines,"['Arabe', 'Français']",2025-02-25,603-1359 MAD/jour,employer_46
job_1014,Ingénieur Industriel - Mission Ingénierie,Description de l'offre d'emploi 1014 dans le domaine Ingénierie,Meknès,Ingénierie,"['MATLAB', 'IoT']","{'MATLAB': 2, 'IoT': 3}",Contrat,3 mois,['Anglais'],2025-04-08,546-1063 MAD/jour,employer_72
job_1015,Chef de Projet Architecture - Poste Architecture,Description de l'offre d'emploi 1015 dans le domaine Architecture,Meknès,Architecture,"['BIM', 'Revit', 'Email Marketing', 'Copywriting']","{'BIM': 1, 'Revit': 5, 'Email Marketing': 1, 'Copywriting': 3}",Freelance,1 an,"['Anglais', 'Arabe', 'Français']",2025-03-20,569-1221 MAD/jour,employer_49
job_1016,SEM Expert - Poste Marketing Digital,Description de l'offre d'emploi 1016 dans le domaine Marketing Digital,Kénitra,Marketing Digital,"['Facebook Ads', 'Email Marketing', 'UX Research']","{'Facebook Ads': 1, 'Email Marketing': 1, 'UX Research': 2}",Mission ponctuelle,1 an,"['Anglais', 'Arabe']",2025-03-05,446-1170 MAD/jour,employer_57
job_1017,Développeur Mobile - Projet IT & Développement,Description de l'offre d'emploi 1017 dans le domaine IT & Développement,Kénitra,IT & Développement,"['Game Development', 'Blockchain']","{'Game Development': 1, 'Blockchain': 1}",Freelance,1 semaine,['Français'],2025-03-01,546-992 MAD/jour,employer_7
job_1018,Journaliste - Mission Rédaction & Traduction,Description de l'offre d'emploi 1018 dans le domaine Rédaction & Traduction,Safi,Rédaction & Traduction,"['French Translation', 'Ghostwriting']","{'French Translation': 4, 'Ghostwriting': 3}",Temps plein,3 mois,[],2025-03-07,784-1037 MAD/jour,employer_96
job_1019,Juriste d'Entreprise - Mission Droit & Juridique,Description de l'offre d'emploi 1019 dans le domaine Droit & Juridique,Safi,Droit & Juridique,"['Droit International', 'Droit Immobilier']","{'Droit International': 3, 'Droit Immobilier': 5}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-29,500-1161 MAD/jour,employer_42
job_1020,Product Designer - Mission Design & Création,Description de l'offre d'emploi 1020 dans le domaine Design & Création,Agadir,Design & Création,"['Typography', 'Web Design', 'UI Design', ""Architecture d'Intérieur""]","{'Typography': 1, 'Web Design': 1, 'UI Design': 4, ""Architecture d'Intérieur"": 1}",Temps partiel,6 mois,['Anglais'],2025-03-05,653-1090 MAD/jour,employer_42
job_1021,Avocat - Mission Droit & Juridique,Description de l'offre d'emploi 1021 dans le domaine Droit & Juridique,Casablanca,Droit & Juridique,"['Contentieux', 'Médiation', 'Droit Immobilier', 'Droit Civil', 'Droit International', 'Développement Durable']","{'Contentieux': 1, 'Médiation': 3, 'Droit Immobilier': 3, 'Droit Civil': 1, 'Droit International': 1, 'Développement Durable': 5}",Mission ponctuelle,1 mois,"['Arabe', 'Français']",2025-03-06,381-819 MAD/jour,employer_99
job_1022,Senior Consultant - Projet Consulting,Description de l'offre d'emploi 1022 dans le domaine Consulting,Taza,Consulting,"['Six Sigma', 'Conseil en Management', 'Études de Marché', 'KPI', 'Lean Management', 'Gestion de Destination', 'Tour Operating']","{'Six Sigma': 5, 'Conseil en Management': 4, 'Études de Marché': 3, 'KPI': 5, 'Lean Management': 1, 'Gestion de Destination': 2, 'Tour Operating': 1}",Freelance,6 mois,"['Arabe', 'Français']",2025-03-08,339-1141 MAD/jour,employer_57
job_1023,Consultant en Formation - Mission Éducation & Formation,Description de l'offre d'emploi 1023 dans le domaine Éducation & Formation,Fès,Éducation & Formation,"['Formation Professionnelle', 'Coaching', 'AutoCAD', 'Sécurité Chantier']","{'Formation Professionnelle': 1, 'Coaching': 5, 'AutoCAD': 5, 'Sécurité Chantier': 4}",Freelance,6 mois,['Arabe'],2025-04-13,311-1006 MAD/jour,employer_71
job_1024,Account Manager - Poste Commerce & Vente,Description de l'offre d'emploi 1024 dans le domaine Commerce & Vente,Marrakech,Commerce & Vente,"['Inside Sales', 'Retail', 'CRM', 'Gestion Commerciale', 'Change Management', 'Six Sigma']","{'Inside Sales': 1, 'Retail': 3, 'CRM': 1, 'Gestion Commerciale': 4, 'Change Management': 5, 'Six Sigma': 5}",Temps plein,3 mois,"['Arabe', 'Français']",2025-03-12,701-1301 MAD/jour,employer_68
job_1025,Maître d'Œuvre - Mission BTP & Construction,Description de l'offre d'emploi 1025 dans le domaine BTP & Construction,Meknès,BTP & Construction,"['Coordination Travaux', 'Gestion de Chantier', 'Construction Durable', 'BIM', 'Assurance Qualité', 'IoT']","{'Coordination Travaux': 3, 'Gestion de Chantier': 4, 'Construction Durable': 1, 'BIM': 4, 'Assurance Qualité': 5, 'IoT': 3}",Contrat,2 semaines,"['Arabe', 'Français']",2025-03-12,497-1373 MAD/jour,employer_25
job_1026,Brand Content Manager - Mission Communication,Description de l'offre d'emploi 1026 dans le domaine Communication,Kénitra,Communication,"['Event Management', 'Relations Publiques', 'Communication Corporate', 'Communication Digitale']","{'Event Management': 1, 'Relations Publiques': 1, 'Communication Corporate': 4, 'Communication Digitale': 5}",Temps plein,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-10,565-1255 MAD/jour,employer_68
job_1027,Juriste d'Entreprise - Projet Droit & Juridique,Description de l'offre d'emploi 1027 dans le domaine Droit & Juridique,Khouribga,Droit & Juridique,"['Droit des Sociétés', 'Droit Civil', 'Droit des Affaires']","{'Droit des Sociétés': 4, 'Droit Civil': 1, 'Droit des Affaires': 3}",Temps partiel,6 mois,['Arabe'],2025-04-14,377-1157 MAD/jour,employer_99
job_1028,Sales Manager - Mission Commerce & Vente,Description de l'offre d'emploi 1028 dans le domaine Commerce & Vente,Mohammedia,Commerce & Vente,"['Sales Enablement', 'Négociation', 'Vente B2C', 'Vente B2B', 'Merchandising']","{'Sales Enablement': 3, 'Négociation': 2, 'Vente B2C': 2, 'Vente B2B': 4, 'Merchandising': 2}",Freelance,1 mois,['Anglais'],2025-04-07,750-1395 MAD/jour,employer_82
job_1029,DevOps Engineer - Poste IT & Développement,Description de l'offre d'emploi 1029 dans le domaine IT & Développement,Tanger,IT & Développement,"['Flutter', 'Python', 'Kotlin', 'Mobile Development', 'DevOps']","{'Flutter': 4, 'Python': 3, 'Kotlin': 3, 'Mobile Development': 1, 'DevOps': 5}",Mission ponctuelle,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-22,362-1252 MAD/jour,employer_6
job_1030,Consultant en Formation - Projet Éducation & Formation,Description de l'offre d'emploi 1030 dans le domaine Éducation & Formation,Casablanca,Éducation & Formation,"['Coaching', 'Instructional Design', 'Gestion de Formation', 'Tutorat', 'MOOC']","{'Coaching': 5, 'Instructional Design': 1, 'Gestion de Formation': 5, 'Tutorat': 1, 'MOOC': 4}",Temps plein,1 mois,"['Arabe', 'Français']",2025-03-07,766-1258 MAD/jour,employer_18
job_1031,Développeur Fullstack - Mission IT & Développement,Description de l'offre d'emploi 1031 dans le domaine IT & Développement,Tanger,IT & Développement,"['Flutter', 'SEO', 'QA & Testing', 'Medical Writing', 'Télémédecine']","{'Flutter': 1, 'SEO': 3, 'QA & Testing': 2, 'Medical Writing': 3, 'Télémédecine': 2}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-04-11,715-946 MAD/jour,employer_12
job_1032,Security Engineer - Poste IT & Développement,Description de l'offre d'emploi 1032 dans le domaine IT & Développement,Tanger,IT & Développement,"['Blockchain', 'Game Development', 'WordPress']","{'Blockchain': 1, 'Game Development': 5, 'WordPress': 2}",Freelance,1 semaine,['Arabe'],2025-03-05,601-1327 MAD/jour,employer_27
job_1033,Concepteur-Rédacteur - Poste Rédaction & Traduction,Description de l'offre d'emploi 1033 dans le domaine Rédaction & Traduction,El Jadida,Rédaction & Traduction,"['Legal Writing', 'Content Writing', 'Comptabilité Générale']","{'Legal Writing': 4, 'Content Writing': 1, 'Comptabilité Générale': 3}",Contrat,1 mois,"['Arabe', 'Français']",2025-04-23,704-1362 MAD/jour,employer_16
job_1034,Directeur de Programme Immobilier - Mission BTP & Construction,Description de l'offre d'emploi 1034 dans le domaine BTP & Construction,Khouribga,BTP & Construction,"[""Bureau d'Études"", 'Génie Civil', 'Coordination Travaux', 'AutoCAD']","{""Bureau d'Études"": 5, 'Génie Civil': 1, 'Coordination Travaux': 5, 'AutoCAD': 4}",Freelance,1 mois,"['Arabe', 'Français']",2025-03-21,750-959 MAD/jour,employer_21
job_1035,Consultant Juridique - Mission Droit & Juridique,Description de l'offre d'emploi 1035 dans le domaine Droit & Juridique,Tétouan,Droit & Juridique,"['Droit des Affaires', 'Droit du Travail', 'Droit Immobilier', 'Droit Commercial', 'Conformité']","{'Droit des Affaires': 4, 'Droit du Travail': 1, 'Droit Immobilier': 4, 'Droit Commercial': 3, 'Conformité': 2}",Temps plein,3 mois,['Arabe'],2025-03-28,706-886 MAD/jour,employer_19
job_1036,Tuteur E-learning - Projet Éducation & Formation,Description de l'offre d'emploi 1036 dans le domaine Éducation & Formation,Fès,Éducation & Formation,"['LMS', 'Édition Pédagogique']","{'LMS': 1, 'Édition Pédagogique': 1}",Mission ponctuelle,1 semaine,['Français'],2025-04-18,653-1219 MAD/jour,employer_6
job_1037,Consultant Opérations - Mission Consulting,Description de l'offre d'emploi 1037 dans le domaine Consulting,Nador,Consulting,"['Six Sigma', 'Conseil en Management', ""Stratégie d'Entreprise""]","{'Six Sigma': 4, 'Conseil en Management': 5, ""Stratégie d'Entreprise"": 2}",Temps partiel,1 an,"['Arabe', 'Français']",2025-04-23,380-848 MAD/jour,employer_48
job_1038,Avocat - Mission Droit & Juridique,Description de l'offre d'emploi 1038 dans le domaine Droit & Juridique,Berrechid,Droit & Juridique,"['Droit Civil', 'Médiation', 'Droit Commercial', 'Propriété Intellectuelle', 'Génie des Procédés']","{'Droit Civil': 5, 'Médiation': 3, 'Droit Commercial': 3, 'Propriété Intellectuelle': 1, 'Génie des Procédés': 3}",Freelance,1 an,['Anglais'],2025-04-17,662-1303 MAD/jour,employer_22
job_1039,Directeur de Formation - Projet Éducation & Formation,Description de l'offre d'emploi 1039 dans le domaine Éducation & Formation,Safi,Éducation & Formation,"['MOOC', 'Coaching', 'Blended Learning', 'Télémédecine', 'Réglementation Médicale']","{'MOOC': 1, 'Coaching': 3, 'Blended Learning': 3, 'Télémédecine': 4, 'Réglementation Médicale': 2}",Freelance,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-19,619-878 MAD/jour,employer_85
job_1040,Urban Designer - Projet Architecture,Description de l'offre d'emploi 1040 dans le domaine Architecture,Marrakech,Architecture,"['ArchiCAD', 'Rénovation', 'SketchUp']","{'ArchiCAD': 1, 'Rénovation': 3, 'SketchUp': 2}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-13,494-1119 MAD/jour,employer_76
